,SearchURL,Origin,Destination,Time,Fare,Transfer,Priority
970,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=南柏駅 +&tlatlon=&togid=&to=センター南駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=センター南駅,南柏駅,センター南駅,1時間45分 --- 1時間45分 --- 1時間49分,"1,043円 --- 1,043円 --- 1,042円",乗換：2回 --- 乗換：2回 --- 乗換：2回,[楽] --- [楽] --- [楽][安]
971,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=南栗橋駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,南栗橋駅,東京駅,1時間27分 --- 1時間34分 --- 1時間33分,"796円 --- 1,137円 --- 796円",乗換：0回 --- 乗換：1回 --- 乗換：1回,[楽][安] ---  --- [安]
972,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=南栗橋駅 +&tlatlon=&togid=&to=横浜駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=横浜駅,南栗橋駅,横浜駅,2時間1分 --- 2時間8分 --- 1時間47分,"1,665円 --- 1,326円 --- 1,665円",乗換：1回 --- 乗換：1回 --- 乗換：1回,[楽] --- [楽] --- [楽]
973,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=南栗橋駅 +&tlatlon=&togid=&to=センター南駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=センター南駅,南栗橋駅,センター南駅,2時間30分 --- 2時間31分 --- 2時間16分,"1,332円 --- 1,969円 --- 1,332円",乗換：1回 --- 乗換：2回 --- 乗換：2回,[楽] ---  --- 
974,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=南桜井駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,南桜井駅,東京駅,1時間7分 --- 1時間16分 --- 1時間28分,928円 --- 928円 --- 670円,乗換：1回 --- 乗換：1回 --- 乗換：1回,[早][楽] --- [楽] --- [楽][安]
975,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=南桜井駅 +&tlatlon=&togid=&to=横浜駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=横浜駅,南桜井駅,横浜駅,1時間34分 --- 1時間44分 --- 1時間56分,"1,302円 --- 1,302円 --- 1,110円",乗換：1回 --- 乗換：1回 --- 乗換：2回,[早][楽] --- [楽] --- 
976,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=南桜井駅 +&tlatlon=&togid=&to=センター南駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=センター南駅,南桜井駅,センター南駅,2時間1分 --- 1時間57分 --- 2時間0分,"1,606円 --- 1,421円 --- 1,420円",乗換：2回 --- 乗換：3回 --- 乗換：3回,[楽] --- [早] --- 
977,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=南橋本駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,南橋本駅,東京駅,1時間17分 --- 1時間25分 --- 1時間26分,732円 --- 733円 --- 990円,乗換：2回 --- 乗換：2回 --- 乗換：2回,[早][楽][安] --- [楽] --- [楽]
978,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=南橋本駅 +&tlatlon=&togid=&to=横浜駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=横浜駅,南橋本駅,横浜駅,59分 --- 1時間9分 --- 1時間3分,682円 --- 644円 --- 644円,乗換：1回 --- 乗換：1回 --- 乗換：1回,[早][楽] --- [楽][安] --- [楽][安]
979,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=南橋本駅 +&tlatlon=&togid=&to=センター南駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=センター南駅,南橋本駅,センター南駅,50分 --- 44分 --- 42分,660円 --- 660円 --- 660円,乗換：2回 --- 乗換：2回 --- 乗換：2回,[早][楽][安] --- [楽][安] --- [楽][安]
980,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=南流山駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,南流山駅,東京駅,49分 --- 34分 --- 36分,473円 --- 712円 --- 712円,乗換：0回 --- 乗換：1回 --- 乗換：1回,[楽][安] --- [早] --- 
981,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=南流山駅 +&tlatlon=&togid=&to=横浜駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=横浜駅,南流山駅,横浜駅,1時間19分 --- 1時間23分 --- 1時間6分,"1,137円 --- 1,137円 --- 1,137円",乗換：1回 --- 乗換：1回 --- 乗換：2回,[楽] --- [楽] --- [早]
982,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=南流山駅 +&tlatlon=&togid=&to=センター南駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=センター南駅,南流山駅,センター南駅,1時間54分 --- 1時間34分 --- 1時間34分,"1,441円 --- 1,441円 --- 1,452円",乗換：2回 --- 乗換：3回 --- 乗換：3回,[楽] --- [早] --- [早]
983,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=南浦和駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,南浦和駅,東京駅,34分 --- 34分 --- 34分,396円 --- 396円 --- 396円,乗換：0回 --- 乗換：0回 --- 乗換：0回,[早][楽][安] --- [楽][安] --- [楽][安]
984,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=南浦和駅 +&tlatlon=&togid=&to=横浜駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=横浜駅,南浦和駅,横浜駅,1時間14分 --- 1時間14分 --- 1時間13分,935円 --- 935円 --- 935円,乗換：0回 --- 乗換：0回 --- 乗換：0回,[楽] --- [楽] --- [楽]
985,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=南浦和駅 +&tlatlon=&togid=&to=センター南駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=センター南駅,南浦和駅,センター南駅,1時間40分 --- 1時間32分 --- 1時間29分,"1,239円 --- 1,239円 --- 1,239円",乗換：1回 --- 乗換：2回 --- 乗換：2回,[楽] ---  --- 
986,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=南町田グランベリーパーク駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,南町田グランベリーパーク駅,東京駅,1時間0分 --- 1時間1分 --- 1時間1分,503円 --- 503円 --- 503円,乗換：1回 --- 乗換：1回 --- 乗換：1回,[早][楽] --- [楽] --- [楽]
987,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=南町田グランベリーパーク駅 +&tlatlon=&togid=&to=横浜駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=横浜駅,南町田グランベリーパーク駅,横浜駅,33分 --- 41分 --- 46分,465円 --- 465円 --- 534円,乗換：1回 --- 乗換：1回 --- 乗換：1回,[早][楽] --- [早][楽] --- [楽]
988,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=南町田グランベリーパーク駅 +&tlatlon=&togid=&to=センター南駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=センター南駅,南町田グランベリーパーク駅,センター南駅,24分 --- 25分 --- 36分,441円 --- 441円 --- 441円,乗換：1回 --- 乗換：1回 --- 乗換：1回,[早][楽][安] --- [楽][安] --- [楽][安]
989,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=南砂町駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,南砂町駅,東京駅,23分 --- 24分 --- 22分,199円 --- 199円 --- 199円,乗換：0回 --- 乗換：0回 --- 乗換：0回,[楽][安] --- [楽][安] --- [楽][安]
990,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=南砂町駅 +&tlatlon=&togid=&to=横浜駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=横浜駅,南砂町駅,横浜駅,1時間3分 --- 49分 --- 1時間5分,672円 --- 621円 --- 621円,乗換：1回 --- 乗換：1回 --- 乗換：1回,[楽] --- [楽] --- [楽]
991,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=南砂町駅 +&tlatlon=&togid=&to=センター南駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=センター南駅,南砂町駅,センター南駅,1時間13分 --- 1時間13分 --- 1時間24分,735円 --- 735円 --- 810円,乗換：2回 --- 乗換：2回 --- 乗換：2回,[早][楽] --- [早][楽] --- [楽]
992,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=南船橋駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,南船橋駅,東京駅,25分 --- 30分 --- 30分,473円 --- 473円 --- 473円,乗換：0回 --- 乗換：0回 --- 乗換：0回,[早][楽] --- [楽] --- [楽]
993,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=南船橋駅 +&tlatlon=&togid=&to=横浜駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=横浜駅,南船橋駅,横浜駅,1時間5分 --- 1時間10分 --- 1時間12分,"935円 --- 935円 --- 1,102円",乗換：1回 --- 乗換：1回 --- 乗換：2回,[早][楽] --- [楽] --- 
994,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=南船橋駅 +&tlatlon=&togid=&to=センター南駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=センター南駅,南船橋駅,センター南駅,1時間33分 --- 1時間47分 --- 1時間32分,"1,239円 --- 1,185円 --- 1,087円",乗換：2回 --- 乗換：2回 --- 乗換：3回,[楽] --- [楽] --- [早]
995,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=南行徳駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,南行徳駅,東京駅,32分 --- 36分 --- 32分,242円 --- 242円 --- 242円,乗換：0回 --- 乗換：0回 --- 乗換：0回,[楽][安] --- [楽][安] --- [楽][安]
996,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=南行徳駅 +&tlatlon=&togid=&to=横浜駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=横浜駅,南行徳駅,横浜駅,59分 --- 1時間6分 --- 1時間10分,663円 --- 715円 --- 715円,乗換：1回 --- 乗換：1回 --- 乗換：1回,[早][楽] --- [楽] --- [楽]
997,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=南行徳駅 +&tlatlon=&togid=&to=センター南駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=センター南駅,南行徳駅,センター南駅,1時間30分 --- 1時間30分 --- 1時間33分,776円 --- 776円 --- 884円,乗換：2回 --- 乗換：2回 --- 乗換：2回,[楽] --- [楽] --- [楽]
998,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=南越谷駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,南越谷駅,東京駅,58分 --- 1時間4分 --- 54分,513円 --- 561円 --- 618円,乗換：0回 --- 乗換：0回 --- 乗換：1回,[楽][安] --- [楽] --- 
999,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=南越谷駅 +&tlatlon=&togid=&to=横浜駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=横浜駅,南越谷駅,横浜駅,1時間30分 --- 1時間30分 --- 1時間26分,"1,096円 --- 986円 --- 953円",乗換：1回 --- 乗換：1回 --- 乗換：1回,[楽] --- [楽] --- [楽]
1000,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=南越谷駅 +&tlatlon=&togid=&to=センター南駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=センター南駅,南越谷駅,センター南駅,1時間48分 --- 1時間53分 --- 1時間54分,"1,049円 --- 1,048円 --- 1,331円",乗換：2回 --- 乗換：2回 --- 乗換：2回,[楽] --- [楽][安] --- [楽]
1001,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=南部市場駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,南部市場駅,東京駅,1時間7分 --- 1時間7分 --- 1時間7分,883円 --- 883円 --- 883円,乗換：1回 --- 乗換：1回 --- 乗換：1回,[楽] --- [楽] --- [楽]
1002,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=南部市場駅 +&tlatlon=&togid=&to=横浜駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=横浜駅,南部市場駅,横浜駅,27分 --- 27分 --- 42分,454円 --- 454円 --- 476円,乗換：1回 --- 乗換：1回 --- 乗換：1回,[早][楽][安] --- [楽][安] --- [楽]
1003,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=南部市場駅 +&tlatlon=&togid=&to=センター南駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=センター南駅,南部市場駅,センター南駅,51分 --- 58分 --- 58分,758円 --- 737円 --- 737円,乗換：2回 --- 乗換：2回 --- 乗換：2回,[早][楽] --- [楽][安] --- [楽][安]
1004,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=南酒々井駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,南酒々井駅,東京駅,1時間13分 --- 1時間4分 --- 1時間13分,990円 --- 990円 --- 990円,乗換：1回 --- 乗換：1回 --- 乗換：1回,[早][楽] --- [楽] --- [楽]
1005,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=南酒々井駅 +&tlatlon=&togid=&to=横浜駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=横浜駅,南酒々井駅,横浜駅,1時間47分 --- 1時間46分 --- 1時間47分,"1,518円 --- 1,518円 --- 1,518円",乗換：1回 --- 乗換：1回 --- 乗換：1回,[早][楽] --- [楽] --- [楽]
1006,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=南酒々井駅 +&tlatlon=&togid=&to=センター南駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=センター南駅,南酒々井駅,センター南駅,2時間16分 --- 2時間18分 --- 2時間17分,"1,822円 --- 1,822円 --- 1,822円",乗換：2回 --- 乗換：2回 --- 乗換：2回,[楽] --- [楽] --- [楽]
1007,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=南阿佐ヶ谷駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,南阿佐ヶ谷駅,東京駅,30分 --- 30分 --- 31分,242円 --- 242円 --- 242円,乗換：0回 --- 乗換：0回 --- 乗換：0回,[早][楽][安] --- [楽][安] --- [楽][安]
1008,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=南阿佐ヶ谷駅 +&tlatlon=&togid=&to=横浜駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=横浜駅,南阿佐ヶ谷駅,横浜駅,50分 --- 55分 --- 59分,471円 --- 760円 --- 760円,乗換：1回 --- 乗換：1回 --- 乗換：1回,[早][楽][安] --- [楽] --- [楽]
1009,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=南阿佐ヶ谷駅 +&tlatlon=&togid=&to=センター南駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=センター南駅,南阿佐ヶ谷駅,センター南駅,1時間8分 --- 1時間12分 --- 1時間12分,691円 --- 692円 --- 691円,乗換：2回 --- 乗換：2回 --- 乗換：2回,[楽][安] --- [楽] --- [楽][安]
1010,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=南鳩ヶ谷駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,南鳩ヶ谷駅,東京駅,36分 --- 39分 --- 42分,606円 --- 512円 --- 637円,乗換：1回 --- 乗換：1回 --- 乗換：1回,[早][楽] --- [楽] --- [楽]
1011,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=南鳩ヶ谷駅 +&tlatlon=&togid=&to=横浜駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=横浜駅,南鳩ヶ谷駅,横浜駅,1時間13分 --- 1時間16分 --- 1時間20分,"996円 --- 1,087円 --- 996円",乗換：1回 --- 乗換：1回 --- 乗換：1回,[早][楽] --- [楽] --- [楽]
1012,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=南鳩ヶ谷駅 +&tlatlon=&togid=&to=センター南駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=センター南駅,南鳩ヶ谷駅,センター南駅,1時間30分 --- 1時間29分 --- 1時間27分,"1,004円 --- 1,004円 --- 1,005円",乗換：1回 --- 乗換：1回 --- 乗換：2回,[楽] --- [楽] --- [早]
1013,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=印西牧の原駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,印西牧の原駅,東京駅,1時間12分 --- 1時間14分 --- 1時間20分,"1,215円 --- 1,269円 --- 1,311円",乗換：1回 --- 乗換：1回 --- 乗換：1回,[楽] --- [楽] --- [楽]
1014,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=印西牧の原駅 +&tlatlon=&togid=&to=横浜駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=横浜駅,印西牧の原駅,横浜駅,1時間35分 --- 1時間38分 --- 1時間52分,"1,648円 --- 1,541円 --- 1,648円",乗換：1回 --- 乗換：1回 --- 乗換：1回,[楽] --- [楽] --- [楽]
1015,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=印西牧の原駅 +&tlatlon=&togid=&to=センター南駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=センター南駅,印西牧の原駅,センター南駅,2時間7分 --- 2時間9分 --- 2時間10分,"1,719円 --- 1,952円 --- 1,730円",乗換：2回 --- 乗換：2回 --- 乗換：2回,[楽][安] --- [楽] --- [楽]
1016,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=厚木駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,厚木駅,東京駅,1時間30分 --- 1時間41分 --- 1時間17分,"1,342円 --- 701円 --- 701円",乗換：1回 --- 乗換：1回 --- 乗換：2回,[楽] --- [楽] --- [早]
1017,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=厚木駅 +&tlatlon=&togid=&to=横浜駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=横浜駅,厚木駅,横浜駅,38分 --- 48分 --- 50分,440円 --- 440円 --- 461円,乗換：1回 --- 乗換：1回 --- 乗換：1回,[早][楽][安] --- [早][楽][安] --- [早][楽]
1018,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=厚木駅 +&tlatlon=&togid=&to=センター南駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=センター南駅,厚木駅,センター南駅,58分 --- 55分 --- 53分,661円 --- 661円 --- 661円,乗換：2回 --- 乗換：2回 --- 乗換：2回,[早][楽][安] --- [楽][安] --- [楽][安]
1019,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=原宿駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,原宿駅,東京駅,30分 --- 28分 --- 38分,199円 --- 198円 --- 198円,乗換：0回 --- 乗換：0回 --- 乗換：0回,[楽] --- [楽][安] --- [楽][安]
1020,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=原宿駅 +&tlatlon=&togid=&to=横浜駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=横浜駅,原宿駅,横浜駅,43分 --- 38分 --- 43分,440円 --- 440円 --- 440円,乗換：0回 --- 乗換：0回 --- 乗換：0回,[楽] --- [楽] --- [楽]
1021,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=原宿駅 +&tlatlon=&togid=&to=センター南駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=センター南駅,原宿駅,センター南駅,52分 --- 54分 --- 52分,660円 --- 660円 --- 660円,乗換：1回 --- 乗換：1回 --- 乗換：1回,[早][楽] --- [楽] --- [楽]
1022,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=原市駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,原市駅,東京駅,51分 --- 51分 --- 1時間10分,844円 --- 844円 --- 844円,乗換：1回 --- 乗換：1回 --- 乗換：1回,[早][楽][安] --- [楽][安] --- [楽][安]
1023,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=原市駅 +&tlatlon=&togid=&to=横浜駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=横浜駅,原市駅,横浜駅,1時間17分 --- 1時間18分 --- 1時間17分,"1,218円 --- 1,218円 --- 1,218円",乗換：1回 --- 乗換：1回 --- 乗換：1回,[早][楽] --- [楽] --- [楽]
1024,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=原市駅 +&tlatlon=&togid=&to=センター南駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=センター南駅,原市駅,センター南駅,1時間41分 --- 1時間51分 --- 1時間45分,"1,522円 --- 1,522円 --- 1,522円",乗換：2回 --- 乗換：2回 --- 乗換：2回,[楽] --- [楽] --- [楽]
1025,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=原当麻駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,原当麻駅,東京駅,1時間48分 --- 1時間37分 --- 1時間38分,"1,166円 --- 900円 --- 986円",乗換：1回 --- 乗換：2回 --- 乗換：2回,[楽] ---  --- 
