,SearchURL,Origin,Destination,Time,Fare,Transfer,Priority
1229,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=大宮公園駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,大宮公園駅,東京駅,48分 --- 57分 --- 1時間29分,708円 --- 708円 --- 796円,乗換：1回 --- 乗換：1回 --- 乗換：1回,[早][楽][安] --- [楽][安] --- [楽]
1230,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=大宮公園駅 +&tlatlon=&togid=&to=横浜駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=横浜駅,大宮公園駅,横浜駅,1時間14分 --- 1時間13分 --- 1時間35分,"1,082円 --- 1,082円 --- 980円",乗換：1回 --- 乗換：1回 --- 乗換：2回,[早][楽] --- [楽] --- [安]
1231,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=大宮公園駅 +&tlatlon=&togid=&to=センター南駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=センター南駅,大宮公園駅,センター南駅,1時間40分 --- 1時間40分 --- 1時間38分,"1,386円 --- 1,386円 --- 1,200円",乗換：2回 --- 乗換：2回 --- 乗換：3回,[楽] --- [楽] --- [早][安]
1232,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=大宮駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,大宮駅,東京駅,33分 --- 33分 --- 46分,561円 --- 561円 --- 561円,乗換：0回 --- 乗換：0回 --- 乗換：0回,[早][楽][安] --- [楽][安] --- [楽][安]
1233,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=大宮駅 +&tlatlon=&togid=&to=横浜駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=横浜駅,大宮駅,横浜駅,1時間0分 --- 59分 --- 1時間7分,935円 --- 935円 --- 935円,乗換：0回 --- 乗換：0回 --- 乗換：0回,[早][楽] --- [楽] --- [楽]
1234,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=大宮駅 +&tlatlon=&togid=&to=センター南駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=センター南駅,大宮駅,センター南駅,1時間30分 --- 1時間27分 --- 1時間23分,"1,239円 --- 1,239円 --- 1,239円",乗換：1回 --- 乗換：1回 --- 乗換：1回,[早][楽] --- [楽] --- [楽]
1235,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=大山駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,大山駅,東京駅,29分 --- 27分 --- 35分,346円 --- 346円 --- 345円,乗換：1回 --- 乗換：1回 --- 乗換：1回,[早][楽] --- [楽] --- [楽][安]
1236,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=大山駅 +&tlatlon=&togid=&to=横浜駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=横浜駅,大山駅,横浜駅,47分 --- 53分 --- 53分,796円 --- 796円 --- 618円,乗換：1回 --- 乗換：1回 --- 乗換：1回,[早][楽] --- [早][楽] --- [楽]
1237,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=大山駅 +&tlatlon=&togid=&to=センター南駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=センター南駅,大山駅,センター南駅,1時間17分 --- 1時間13分 --- 1時間19分,"838円 --- 1,100円 --- 1,100円",乗換：2回 --- 乗換：2回 --- 乗換：2回,[楽] --- [楽] --- [楽]
1238,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=大岡山駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,大岡山駅,東京駅,34分 --- 27分 --- 32分,377円 --- 325円 --- 355円,乗換：0回 --- 乗換：1回 --- 乗換：1回,[楽] --- [早][安] --- [早]
1239,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=大岡山駅 +&tlatlon=&togid=&to=横浜駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=横浜駅,大岡山駅,横浜駅,24分 --- 30分 --- 24分,251円 --- 251円 --- 251円,乗換：1回 --- 乗換：1回 --- 乗換：1回,[早][楽][安] --- [早][楽][安] --- [楽][安]
1240,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=大岡山駅 +&tlatlon=&togid=&to=センター南駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=センター南駅,大岡山駅,センター南駅,32分 --- 31分 --- 33分,471円 --- 471円 --- 462円,乗換：1回 --- 乗換：1回 --- 乗換：1回,[早][楽] --- [楽] --- [楽][安]
1241,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=大島駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,大島駅,東京駅,21分 --- 23分 --- 28分,356円 --- 276円 --- 356円,乗換：1回 --- 乗換：1回 --- 乗換：1回,[早][楽] --- [楽] --- [楽]
1242,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=大島駅 +&tlatlon=&togid=&to=横浜駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=横浜駅,大島駅,横浜駅,55分 --- 53分 --- 1時間4分,781円 --- 586円 --- 586円,乗換：1回 --- 乗換：1回 --- 乗換：1回,[楽] --- [楽] --- [楽]
1243,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=大島駅 +&tlatlon=&togid=&to=センター南駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=センター南駅,大島駅,センター南駅,1時間12分 --- 1時間12分 --- 1時間12分,800円 --- 800円 --- 800円,乗換：2回 --- 乗換：2回 --- 乗換：2回,[早][楽] --- [早][楽] --- [早][楽]
1244,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=大崎広小路駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,大崎広小路駅,東京駅,25分 --- 27分 --- 28分,294円 --- 294円 --- 294円,乗換：1回 --- 乗換：1回 --- 乗換：1回,[早][楽][安] --- [楽][安] --- [楽][安]
1245,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=大崎広小路駅 +&tlatlon=&togid=&to=横浜駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=横浜駅,大崎広小路駅,横浜駅,46分 --- 52分 --- 36分,419円 --- 441円 --- 522円,乗換：1回 --- 乗換：1回 --- 乗換：2回,[楽] --- [楽] --- [早]
1246,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=大崎広小路駅 +&tlatlon=&togid=&to=センター南駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=センター南駅,大崎広小路駅,センター南駅,48分 --- 1時間15分 --- 54分,493円 --- 723円 --- 493円,乗換：2回 --- 乗換：2回 --- 乗換：2回,[楽] --- [楽] --- [楽]
1247,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=大崎駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,大崎駅,東京駅,16分 --- 16分 --- 16分,168円 --- 168円 --- 168円,乗換：0回 --- 乗換：0回 --- 乗換：0回,[早][楽][安] --- [楽][安] --- [楽][安]
1248,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=大崎駅 +&tlatlon=&togid=&to=横浜駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=横浜駅,大崎駅,横浜駅,20分 --- 21分 --- 18分,396円 --- 396円 --- 396円,乗換：0回 --- 乗換：0回 --- 乗換：0回,[早][楽][安] --- [楽][安] --- [楽][安]
1249,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=大崎駅 +&tlatlon=&togid=&to=センター南駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=センター南駅,大崎駅,センター南駅,45分 --- 48分 --- 52分,700円 --- 628円 --- 628円,乗換：1回 --- 乗換：2回 --- 乗換：2回,[楽] --- [早] --- [早]
1250,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=大師前駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,大師前駅,東京駅,51分 --- 43分 --- 43分,367円 --- 388円 --- 493円,乗換：1回 --- 乗換：2回 --- 乗換：2回,[楽][安] ---  --- 
1251,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=大師前駅 +&tlatlon=&togid=&to=横浜駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=横浜駅,大師前駅,横浜駅,1時間16分 --- 1時間18分 --- 1時間19分,897円 --- 971円 --- 837円,乗換：2回 --- 乗換：2回 --- 乗換：2回,[楽] --- [楽] --- [楽]
1252,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=大師前駅 +&tlatlon=&togid=&to=センター南駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=センター南駅,大師前駅,センター南駅,1時間37分 --- 1時間44分 --- 1時間48分,903円 --- 903円 --- 902円,乗換：3回 --- 乗換：3回 --- 乗換：3回,[楽] --- [楽] --- [楽][安]
1253,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=大師橋駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,大師橋駅,東京駅,41分 --- 41分 --- 41分,465円 --- 465円 --- 465円,乗換：1回 --- 乗換：1回 --- 乗換：1回,[早][楽] --- [楽] --- [楽]
1254,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=大師橋駅 +&tlatlon=&togid=&to=横浜駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=横浜駅,大師橋駅,横浜駅,24分 --- 24分 --- 36分,242円 --- 242円 --- 377円,乗換：1回 --- 乗換：1回 --- 乗換：1回,[早][楽][安] --- [楽][安] --- [楽]
1255,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=大師橋駅 +&tlatlon=&togid=&to=センター南駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=センター南駅,大師橋駅,センター南駅,56分 --- 1時間3分 --- 1時間1分,546円 --- 681円 --- 546円,乗換：2回 --- 乗換：2回 --- 乗換：2回,[楽][安] --- [楽] --- [楽][安]
1256,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=大戸駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,大戸駅,東京駅,2時間0分 --- 2時間3分 --- 2時間5分,"1,694円 --- 1,694円 --- 1,694円",乗換：1回 --- 乗換：1回 --- 乗換：1回,[早][楽] --- [楽] --- [楽]
1257,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=大戸駅 +&tlatlon=&togid=&to=横浜駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=横浜駅,大戸駅,横浜駅,2時間41分 --- 2時間47分 --- 2時間47分,"2,310円 --- 1,997円 --- 1,790円",乗換：1回 --- 乗換：2回 --- 乗換：2回,[楽] ---  --- 
1258,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=大戸駅 +&tlatlon=&togid=&to=センター南駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=センター南駅,大戸駅,センター南駅,3時間14分 --- 2時間59分 --- 3時間4分,"2,614円 --- 2,614円 --- 2,378円",乗換：2回 --- 乗換：3回 --- 乗換：3回,[楽] --- [早] --- 
1259,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=大手町駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,大手町駅,東京駅,1分 --- 1分 --- 10分,168円 --- 168円 --- 0円,乗換：0回 --- 乗換：0回 --- 乗換：0回,[早][楽] --- [楽] --- [楽][安]
1260,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=大手町駅 +&tlatlon=&togid=&to=横浜駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=横浜駅,大手町駅,横浜駅,41分 --- 47分 --- 36分,473円 --- 473円 --- 641円,乗換：0回 --- 乗換：0回 --- 乗換：1回,[早][楽] --- [楽] --- [早]
1261,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=大手町駅 +&tlatlon=&togid=&to=センター南駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=センター南駅,大手町駅,センター南駅,56分 --- 58分 --- 1時間8分,692円 --- 712円 --- 777円,乗換：1回 --- 乗換：1回 --- 乗換：1回,[早][楽] --- [楽] --- [楽]
1262,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=大森台駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,大森台駅,東京駅,1時間1分 --- 58分 --- 57分,986円 --- 986円 --- 986円,乗換：1回 --- 乗換：1回 --- 乗換：1回,[早][楽] --- [楽] --- [楽]
1263,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=大森台駅 +&tlatlon=&togid=&to=横浜駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=横浜駅,大森台駅,横浜駅,1時間34分 --- 1時間34分 --- 1時間47分,"1,437円 --- 1,377円 --- 1,420円",乗換：1回 --- 乗換：2回 --- 乗換：2回,[早][楽] --- [早] --- 
1264,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=大森台駅 +&tlatlon=&togid=&to=センター南駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=センター南駅,大森台駅,センター南駅,2時間5分 --- 1時間57分 --- 2時間5分,"1,741円 --- 1,670円 --- 1,681円",乗換：2回 --- 乗換：3回 --- 乗換：3回,[楽] --- [早] --- 
1265,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=大森海岸駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,大森海岸駅,東京駅,28分 --- 32分 --- 28分,325円 --- 325円 --- 325円,乗換：1回 --- 乗換：1回 --- 乗換：1回,[早][楽][安] --- [楽][安] --- [楽][安]
1266,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=大森海岸駅 +&tlatlon=&togid=&to=横浜駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=横浜駅,大森海岸駅,横浜駅,48分 --- 48分 --- 48分,283円 --- 283円 --- 283円,乗換：0回 --- 乗換：0回 --- 乗換：0回,[楽][安] --- [楽][安] --- [楽][安]
1267,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=大森海岸駅 +&tlatlon=&togid=&to=センター南駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=センター南駅,大森海岸駅,センター南駅,1時間16分 --- 56分 --- 1時間0分,587円 --- 587円 --- 587円,乗換：1回 --- 乗換：2回 --- 乗換：2回,[楽][安] --- [早][安] --- [安]
1268,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=大森町駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,大森町駅,東京駅,34分 --- 38分 --- 34分,367円 --- 367円 --- 367円,乗換：1回 --- 乗換：1回 --- 乗換：1回,[早][楽] --- [楽] --- [楽]
1269,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=大森町駅 +&tlatlon=&togid=&to=横浜駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=横浜駅,大森町駅,横浜駅,43分 --- 43分 --- 43分,283円 --- 283円 --- 283円,乗換：0回 --- 乗換：0回 --- 乗換：0回,[楽][安] --- [楽][安] --- [楽][安]
1270,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=大森町駅 +&tlatlon=&togid=&to=センター南駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=センター南駅,大森町駅,センター南駅,1時間11分 --- 1時間21分 --- 51分,587円 --- 587円 --- 587円,乗換：1回 --- 乗換：1回 --- 乗換：2回,[楽][安] --- [楽][安] --- [早][安]
1271,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=大森駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,大森駅,東京駅,18分 --- 18分 --- 18分,220円 --- 220円 --- 220円,乗換：0回 --- 乗換：0回 --- 乗換：0回,[早][楽][安] --- [楽][安] --- [楽][安]
1272,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=大森駅 +&tlatlon=&togid=&to=横浜駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=横浜駅,大森駅,横浜駅,23分 --- 22分 --- 23分,293円 --- 293円 --- 293円,乗換：0回 --- 乗換：0回 --- 乗換：0回,[早][楽][安] --- [楽][安] --- [楽][安]
1273,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=大森駅 +&tlatlon=&togid=&to=センター南駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=センター南駅,大森駅,センター南駅,49分 --- 54分 --- 51分,597円 --- 597円 --- 597円,乗換：1回 --- 乗換：1回 --- 乗換：1回,[楽][安] --- [楽][安] --- [楽][安]
1274,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=大泉学園駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,大泉学園駅,東京駅,41分 --- 49分 --- 48分,441円 --- 441円 --- 440円,乗換：1回 --- 乗換：1回 --- 乗換：1回,[早][楽] --- [楽] --- [楽]
1275,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=大泉学園駅 +&tlatlon=&togid=&to=横浜駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=横浜駅,大泉学園駅,横浜駅,59分 --- 1時間3分 --- 1時間7分,"724円 --- 724円 --- 1,027円",乗換：1回 --- 乗換：1回 --- 乗換：1回,[早][楽] --- [早][楽] --- [楽]
1276,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=大泉学園駅 +&tlatlon=&togid=&to=センター南駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=センター南駅,大泉学園駅,センター南駅,1時間27分 --- 1時間20分 --- 1時間10分,944円 --- 944円 --- 944円,乗換：1回 --- 乗換：2回 --- 乗換：3回,[楽] ---  --- [早]
1277,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=大町駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,大町駅,東京駅,21時間25分 --- 21時間29分 --- 22時間39分,"11,880円 --- 12,170円 --- 12,170円",乗換：8回 --- 乗換：8回 --- 乗換：8回,[楽][安] --- [楽] --- [楽]
1278,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=大町駅 +&tlatlon=&togid=&to=横浜駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=横浜駅,大町駅,横浜駅,20時間58分 --- 22時間12分 --- 22時間12分,"11,550円 --- 11,840円 --- 11,840円",乗換：8回 --- 乗換：8回 --- 乗換：8回,[楽][安] --- [楽] --- [楽]
1279,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=大町駅 +&tlatlon=&togid=&to=センター南駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=センター南駅,大町駅,センター南駅,21時間33分 --- 21時間37分 --- 22時間47分,"11,854円 --- 12,144円 --- 12,144円",乗換：9回 --- 乗換：9回 --- 乗換：9回,[楽][安] --- [楽] --- [楽]
